chapter,word,translation
11.1,grocery,杂货店；食品杂货
11.1,socialise,社交；交际
11.1,lemon,柠檬；柠檬色
11.1,congratulations,恭喜；祝贺
11.1,pump,泵；抽水机；抽取
11.1,mirror,镜子；反映
11.1,map,地图；绘制地图
11.1,birdwatching,观鸟
11.1,identification,身份证明；识别；鉴定
11.1,date of birth,出生日期
11.1,internet cafe,网吧
11.1,type of insurance,保险类型
11.1,fish tank,鱼缸
11.2,membership limitation,会员限制
11.2,planning meeting,计划会议
11.2,drama workshop,戏剧工作坊
11.2,outdoor activities,户外活动
11.2,group deposit,团体押金
11.2,joining fee,入会费
11.2,dance classes,舞蹈课
11.2,leisure centre,休闲中心
11.2,round tables,圆桌；圆桌会议
11.2,bunch of flowers,一束花
11.2,total deposit,总押金
11.2,delivery fee,配送费；快递费
11.2,special items,特殊物品
11.2,high seasons,旺季
11.2,country living,乡村生活
11.2,peaceful environment,宁静的环境
11.2,eating out,外出就餐
11.2,existing skills,现有技能
11.2,house agent,房产中介
11.2,investment schemes,投资计划
11.2,branch manager,分行经理；支行经理
11.2,house insurance,房屋保险
11.2,side entrance/gate,侧门；旁门
11.2,client engineer,客户工程师
11.2,post office,邮局
11.2,horse riding,骑马
11.2,office furniture,办公家具
11.2,hot chocolate,热巧克力
11.2,advanced lessons,高级课程
11.2,warm clothing,保暖衣物
11.2,free entry,免费入场
11.2,toy factory,玩具工厂
11.2,large slide,大滑梯
11.2,petrol station,加油站
11.2,evening appointment,晚间预约
11.2,employment medical certificate,就业体检证明
11.2,regular check,定期检查
11.2,sports injury,运动损伤
11.2,heart disease,心脏病
11.2,space museum,太空博物馆
11.2,sun cream,防晒霜
11.2,personal attention,个人关注；专人服务
11.2,paddling pool,儿童浅水池；戏水池
11.2,central heating,集中供暖
11.2,bank statement,银行对账单
11.2,book reservation,预订书籍；图书预约
11.2,daytime temperature,白天温度
11.2,cable car,缆车
11.2,outdoor swimming pool,室外游泳池
11.2,baseball coach,棒球教练
11.2,coral reef,珊瑚礁
11.2,rock pool,岩石水潭
11.2,maintenance of gardens,花园维护
11.2,town hall,市政厅；镇政府
11.2,good value,物有所值
11.2,ice pack,冰袋；冰敷袋
11.2,alarm system,报警系统
11.2,order section,订购区；点餐区
11.2,walking boots,登山靴；徒步靴
11.2,advanced level,高级水平
11.2,book keeper,簿记员；会计
11.2,washing staff,洗涤人员；清洁员工
11.2,home welcome,家庭欢迎；宾至如归
11.2,evening meals,晚餐
11.2,health service,医疗服务；卫生服务
11.2,old-fashioned exterior,老式外观
11.2,limited parking,有限停车位
11.2,name cards,名片
11.2,service manager,服务经理
11.2,private company,私营公司
11.2,silver package,银级套餐
11.2,family photo,家庭照片
11.2,energy saving,节能
11.2,driving licence/license,驾驶执照
11.2,job title,职位名称；职称
11.2,type of magazine,杂志类型
11.2,starting salary,起始薪资；入职工资
11.2,calling diversion,呼叫转移
11.2,renew passport,护照续签
11.2,current address,现居地址
11.2,flower shop,花店
11.2,nursery supervisor,托儿所主管
11.2,gold stars,金星；优秀奖励
11.2,film festival,电影节
11.2,special requirement,特殊要求
11.2,back row,后排
11.2,dark trousers,深色裤子
11.2,furniture designers,家具设计师
11.2,monthly rent,月租
11.2,preferred occupation,首选职业
11.2,previous major,以前的专业
11.2,previous working experience,以往工作经验
11.2,decoration balloons,装饰气球
11.2,vegetable burger,蔬菜汉堡
11.2,safety regulations,安全规定
11.2,return tickets,往返票
11.2,error message,错误信息；报错信息
11.2,customer service officer,客服专员
11.2,garden room,花园房；温室
11.2,sleeping bag,睡袋
11.2,isolated spot,偏僻地点；孤立地点
11.2,washing machine,洗衣机
11.2,car number,车牌号
11.2,group trip,团体旅行
11.2,self drive,自驾
11.2,non-smoking room,无烟房间
11.2,culture centre,文化中心
11.2,dreamtime under stars,星空下的梦幻时光
11.2,modern authors,现代作家
11.2,long stick,长棍；长杆
11.2,free parking,免费停车
11.2,weekly return,每周往返票
11.2,extra room,额外房间
11.2,bank transfer,银行转账
11.2,short time,短时间
11.2,required date,所需日期
11.2,accommodation type,住宿类型
11.2,bills and meals,账单与餐食
11.2,sports centre,体育中心
11.2,road runners,路跑者；越野跑步者
11.3,job requirement,工作要求
11.3,current occupation,当前职业
11.3,length of stay,住宿时长
11.3,type of accommodation,住宿类型
11.3,spring park,春季公园
11.3,starting date,开始日期
11.3,reference number,参考编号；参考号
11.3,estimated value,估计价值
11.3,family use,家庭使用
11.3,safety check,安全检查
11.3,preferred equipment,首选设备
11.3,flight service,航班服务
11.3,off-peak time,非高峰时段
11.3,maximum price,最高价格
11.3,helicopter trip,直升机之旅
11.3,membership number,会员编号
11.3,organic food,有机食品
11.3,sports equipment,运动器材
11.3,poor quality,质量差；劣质
11.3,fresh products,新鲜产品
11.3,organic farming,有机农业
11.3,cycling route,骑行路线
11.3,language skill,语言技能
11.3,group discount,团体折扣
11.3,night flight,夜间航班
11.3,White Mountain,白山
11.3,dust bag,尘袋；防尘袋
11.3,golf court,高尔夫球场
11.3,rock climbing,攀岩
11.3,friendly faces,友好的面孔
11.3,no nuts,不含坚果
11.3,grocery stores,杂货店；超市
11.3,egg cartons,鸡蛋盒
11.3,juice bottles,果汁瓶
11.3,electricity supply,电力供应
11.3,protection policy,保护政策
11.3,group booking discount,团体预订折扣
11.3,sick pay,病假工资
11.3,van driver,货车司机
11.3,leather shoes,皮鞋
11.3,advertising company,广告公司
11.3,teaching venue,教学场地
11.3,total payment,总付款；总金额
11.3,vegetarian food,素食
11.3,different performers,不同表演者
11.3,new opera,新歌剧
11.3,fridge model,冰箱型号
11.3,top mount,顶部安装；上置式
11.3,financial loss,经济损失
11.3,on the rack,在架子上；处于困境
11.3,long strap,长背带；长肩带
11.3,leather jacket,皮夹克
11.3,total value,总价值
11.3,public outskirts,公共郊区
11.3,customer service,客户服务
11.3,international express,国际快递
11.3,postal fee,邮费
11.3,lost mails,丢失邮件
11.3,ID code numbers,身份证号码
11.3,student discount,学生折扣
11.3,comfortable shoes,舒适的鞋子
11.3,daytime class,白天课程
11.3,value of money,货币价值；物有所值
11.3,in transit,在途中；运输中
11.3,length of waiting,等待时长
11.3,electronic game centre,电子游戏中心
11.3,free recipe,免费食谱
11.3,Asian cooking class,亚洲烹饪课
11.3,conference centre,会议中心
11.3,business companies,商业公司
11.3,inconvenient location,不便利的位置
11.3,basic package,基础套餐
11.3,good performance,良好表现
11.3,public show,公开演出；公开展示
11.3,vocal class,声乐课
11.3,course fee,课程费用
11.3,personal tutor,私人导师；个人辅导老师
11.3,ozone layer,臭氧层
11.3,coastal roads,沿海公路
11.3,changing room,更衣室
11.3,extra transportation cost,额外交通费用
11.3,personal use,个人使用
11.3,side gate,侧门
11.3,green ride,绿色出行
11.3,child seat,儿童座椅
11.3,canoe,独木舟
11.3,donation,捐赠
11.3,labels,标签
11.3,luxury,奢华
11.3,lock-up,带锁的
11.3,warehouse,仓库
11.3,ferries,轮渡
11.3,comfortable,舒适的
11.3,preservation,保留，保存
11.3,authority,权威
11.3,flamingo,火烈鸟
11.3,trails,踪迹
11.3,poster,海报
11.3,altitude,高度
11.3,vegetation,植被
11.3,calligraphy,书法
11.3,caravan,房车
11.3,layout,布局
11.3,format,格式
11.3,flooding,泛滥
11.3,rural,乡下的
11.3,hard-working,刻苦的
11.3,torch,火炬
11.3,sack,解雇，麻袋
11.3,souvenirs,纪念品
11.3,funnel,漏斗
11.3,rendezvous,约定地点
11.3,vetting,审核
11.3,acknowledgement,鸣谢
11.3,wildlife,野生动物
11.3,hostel,旅店
11.3,water-ride,激流勇进
11.3,waterproof,防水的
11.3,rollercoaster,过山车
11.3,resort,胜地
11.4,anniversary,周年
11.4,committee,委员会
11.4,off-peak,非高峰的
11.4,towel,毛巾
11.4,all-in,包括一切的
11.4,hovercraft,气垫船
11.4,roadworthy,适合上路的
11.4,overfill,填满
11.4,archaeology,考古学
11.4,classification,分类
11.4,coursework,课程
11.4,cranberry,蔓越莓
11.4,hazel,榛子
11.4,documentary,纪录片
11.4,dustbin,垃圾箱
11.4,garbage,垃圾
11.4,dirt,灰尘
11.4,fertilisers,化肥
11.4,fernery,蕨类植物
11.4,corrections,改正
11.4,theoretical,理论的
11.4,region,地区
11.4,assignment,作业
11.4,miniature,缩微景观
11.4,biscuit,饼干
11.4,meadow,草地
11.4,digestive,消化的
11.4,fertilizer,肥料
11.4,rabbit,兔子
11.4,trash,垃圾
11.4,nutrition,营养
11.4,aging,老化的
11.4,hothouse,温室
11.4,habitat,栖息地
11.4,procedure,程序
11.4,budget,预算
11.4,proposal,提议
11.4,pavement,路面，人行道
11.4,restriction,限制
11.4,cookery,烹饪
11.4,calorie,卡路里
11.4,noticeable,显著的
11.4,visibility,能见度
11.4,congestion,拥塞
11.4,fume,烟雾
11.4,modify,修改
11.4,fortune,财富
11.4,reptile,爬行动物
11.4,territory,领土
11.4,monogamous,一夫一妻制的
11.4,avoidance,回避
11.4,aspiration,渴望
11.4,aerobic,有氧的
11.4,expedition,远足
11.4,maths,数学
11.4,phonebook,电话簿
11.4,nitrogen,氮气
11.4,moderate,适度的
11.4,rack,支架
11.4,occupancy,居住，占用
11.4,eggplant,茄子
11.4,shellfish,贝类
11.4,bakery,面包店
11.4,advisor,顾问
11.4,vehicle,汽车
11.4,lorry,卡车
11.4,inconvenience,不方便
11.4,module,模块
11.4,newsagent's,报刊杂志店
11.4,harvested,收获的
11.4,opened,打开的
11.4,expanded,扩大的
11.4,promotion,促销活动
11.4,transformation,转型，转变
11.4,petitions,请愿书
11.4,occasional,偶然的
11.4,boundary,边界
11.4,visible,可见
11.4,maze,迷宫
11.4,circular,圆的
11.4,hedges,树篱
11.4,gardeners,园丁
11.4,scheme,方案
11.4,warden,看守
11.4,minority,少数
11.4,supportive,支持的
11.4,fantastic,神奇的，极好的
11.4,destinations,目的地
11.4,fascinating,迷人的
11.4,option,选项
11.4,supplement,补充
11.4,alternative,替代的
11.4,parliament,议会
11.4,promenade,沿海步道
11.4,highlight,突出
11.4,medieval,中世纪的
11.4,subcommittee,小组委员会
11.4,overview,概观
11.4,assortment,品种
11.4,ramp,坡道，匝道
11.4,constant,不变的
11.4,bend,弯曲
11.4,stream,流
11.4,irrespective,不管的
11.4,disastrous,惨重的
11.4,tropical,热带的
11.4,grateful,感激的
11.4,solar pump,太阳能泵
11.4,urban garden,城市公园
11.4,visitor centre,访客中心
11.4,special feature,特点
11.4,unaccompanied children,无人陪伴儿童
11.4,under-age children,未适龄儿童
11.4,racing car,赛车
11.4,comment card,意见卡
11.4,booking form,预订表格
11.4,cabin keys,客舱钥匙
11.4,room services,客房服务
11.4,after formality,寒暄后
11.4,music video,音乐视频
11.5,camera man,摄像师
11.5,traffic noise,交通噪音
11.5,sculpture garden,雕塑花园
11.5,oil painting,油画
11.5,quarantine service,检疫服务
11.5,postal items,邮政物件
11.5,plant seeds,植物种子
11.5,live music,现场音乐
11.5,meeting point,碰头地点
11.5,craft fair,手工艺品集市
11.5,fringe stage,额外展台
11.5,exhibitor entrance,展览者入口
11.5,arm badge,袖标，手环
11.5,academic record,学术记录
11.5,class representative,班级代表
11.5,local artists,当地艺术家
11.5,river taxi,摆渡船
11.5,traffic jam,堵车
11.5,traffic lights,交通灯
11.5,calling fee,电话费
11.5,computer breakdown,电脑死机
11.5,express trains,高速列车
11.5,high winds,疾风
11.5,self-cafeteria,自助餐厅
11.5,local hero,当地的英雄
11.5,European painting,欧洲画作
11.5,learning zone,学习区
11.5,historical photograph,历史摄影
11.5,cinema zone,电影区
11.5,coffee shop,咖啡店
11.5,garden tools,园艺工具
11.5,garden pots,洒水壶，花园罐子
11.5,tap water,自来水
11.5,professional knowledge,专业知识
11.5,special buses,特殊巴士
11.5,education facilities,教育设施
11.5,order form,预订表格
11.5,check number,核对数目
11.5,signed delivery note,签署过的交货通知
11.5,unappealing appearance,无吸引力的外表
11.5,black swans,黑天鹅
11.5,historical exhibition,历史展览
11.5,hot meal,热食
11.5,head office,总部
11.5,music room,音乐室
11.5,classroom tour,参观教室
11.5,tea and coffee,茶和咖啡
11.5,chess club,象棋俱乐部
11.5,monthly magazines,月刊
11.5,animal life,动物生活
11.5,social event,社交活动
11.5,annual report,年度报告
11.5,spare socks,备用袜子
11.5,total block,防晒霜
11.5,local museum,当地博物馆
11.5,secondary project,次要项目
11.5,late afternoon,傍晚
11.5,back entrance,后门
11.5,storage space,储物空间
11.5,emergency button,紧急按钮
11.5,hot spring,温泉
11.5,disabled people,残疾人
11.5,specific period,特定时期
11.5,minimum period,最小周期
11.5,health check,健康检查
11.5,sports equipment,体育装备
11.5,town hall,市政大厅
11.5,baby kangaroo,小袋鼠
11.5,part-time job,业余工作
11.5,business courses,商科课程
11.5,senior staff,高级员工
11.5,English channel,英吉利海峡
11.5,tropical zone,热带地区
11.5,tower view,高塔视野
11.5,elephant zone,大象区域
11.5,travel centre,旅游信息中心
11.5,travel package,旅行行李
11.5,budget trip,预订旅行
11.5,long vacation,长假期
11.5,supportive atmosphere,声援气氛
11.5,store room,储藏室
11.5,coffee machine,咖啡机
11.5,front desk,前台
11.5,seating area,休息区
11.5,local residents,当地居民
11.5,board games,桌游
11.5,massage room,按摩室
11.5,equal length,同样长度
11.5,training course,训练课程
11.5,tutorial fee,辅导费用
11.5,administration officer,管理员
11.5,security officer,安保人员
11.5,fire drill,火灾演练
11.5,card making,卡片制作
11.5,interior design,内部设计
11.5,water colour painting,水彩画
11.5,venue change,地点转移
11.5,minimum age,最小年龄
11.5,regional competition,地区竞赛
11.5,special price,特殊价格
11.5,mixed age,混合年龄
11.5,government fund,政府资金
11.5,local community,当地居民
11.5,control room,控制室
11.5,waiting room,等候室
11.5,cup cleaning,杯子清理
11.5,animal protection,动物保护
11.5,reset button,重置按钮
11.5,experience skills,经验技能
11.5,contact number,联系电话
11.5,art museum,艺术博物馆
11.5,stunning view,优美风景
11.5,street art,街头艺术
11.5,horseback riding,骑马
11.5,tent accommodation,帐篷住宿
11.5,wild animals,野生动物
11.5,stress level,压力水平
11.5,fancy dress,炫酷的衣服
11.5,family ticket,家庭套票
11.5,concert room,小音乐厅
11.6,weather observing,天气观察
11.6,free transportation,免费交通
11.6,fitness centre,健身中心
11.6,thick trousers,厚裤子
11.6,shuttle bus,班车
11.6,virtual volunteer,网络志愿者
11.6,feed animals,喂动物
11.6,cake factory,蛋糕厂
11.6,smoke alarm,烟雾报警
11.6,lookout point,观景台
11.6,face painting,脸谱
11.6,member restaurant,会员餐厅
11.6,gallery shop,画廊
11.6,food containers,食物容器
11.6,good shoes,好鞋
11.6,formal clothes,正装
11.6,dance show,舞蹈表演
11.6,delivery note,交付单
11.6,mountain climbing,爬山
11.6,coach trip,训练旅程
11.6,bush fire,丛林火灾
11.6,attraction zone,景区
11.6,handle animals,驯养动物
11.6,good washing facilities,高效清洁设备
11.6,trial test,模拟测试
11.6,provisional license,临时证件
11.6,practical theory,实际理论
11.6,pretzel factory,饼干厂
11.6,train ride,火车之旅
11.6,prepare refreshments,准备点心
11.6,weather forecast,天气预报
11.6,hot balloon,热气球
11.6,family-fast-line track ticket,家庭快线票
11.6,fast line ticket,快速通道票
11.6,cowboy show ride,牛仔表演之旅
11.6,herbal treatment,草药治疗
11.6,skating rink,溜冰场
11.6,one-to-one coach,一对一教练
11.6,introductory price,入门价格
11.6,gym room,健身房
11.6,heart monitor,心脏监视器
11.6,free massage,免费按摩
11.6,water bottle,水瓶
11.6,beach front view,沙滩前景
11.6,bright fabric,明亮织物
11.6,well-known singer,知名歌手
11.6,bottle collection,瓶子收集
11.6,ink cartridge,打印机墨盒
11.6,picnic area,野餐区
11.6,meal ticket,餐券
11.6,fuel consumption,燃料消耗
11.6,oil filter,油滤器
11.6,global travel,全球旅行
11.6,loss of instruments,仪器损失
11.6,steer the boat,掌船舵
11.6,marine animals,海洋动物
11.6,marine history,海洋史
11.6,meadow campsite,牧场野营地
11.6,caravan park,房车停车场
11.6,green lounge,绿色躺椅
11.6,cash point,取款机，现金处
11.6,unregistered taxi,黑车
11.6,plastic bag,塑料袋
11.6,compulsory modules,必修模块
11.6,objective matters,客观物质
11.6,final score,最后分数
11.6,ancient history,远古历史
11.6,wooden peg,木头桩
11.6,animal bones,动物骨头
11.6,roof scaffold,房顶脚手架
11.6,changing room,更衣室
11.6,hospital comedy,医院喜剧
11.6,family life,家庭生活
11.6,science fiction,科幻片
11.6,heavy stuff,重物
11.6,business district,商业区
11.6,exotic plants,外国植物
11.6,building materials,建筑材料
11.6,single session,单独课程
11.6,English proficiency,英语熟练度
11.6,police offence,袭警
11.6,traffic violation,违反交规
11.6,practical elements,实用元素
11.6,tuition fees,学费
11.6,compulsory course,必修课
11.6,agriculture fair,农业集市
11.6,electric card,电子卡
11.6,solar panels,太阳能板
11.6,electric cooker,电子炊具
11.6,gas cooker,煤气灶
11.6,inquiry desk,问询台
11.6,campus clinic,校医院
11.6,local owners,当地所有者
11.6,clothes manufacturing,服装制作
11.6,professional model,专业模特
11.6,fashion exhibition,时尚展览
11.6,limited time,有限的时间
11.6,toy train,玩具火车
11.6,gift shop,礼品店
11.6,free locker,免费储物柜
11.6,personal belongings,个人物品
11.6,curriculum vitae,简历
11.6,volunteer list,志愿者名单
11.6,luggage lockers,行李柜
11.6,bike racks,自行车架
11.6,test room,考场
11.6,dinosaur bones,恐龙骨骼化石
11.6,night tour trip,夜游旅行
11.6,artificial light,人造光
11.6,mineral resources,矿产资源
11.6,wood of hazel,榛树的木头
11.6,building wood,建筑木材
11.6,trade journals,贸易期刊
11.6,guest speaker,特邀发言人
11.6,residential area,居住区
11.6,troop exercises,军事演习
11.6,wooden sculptures,木雕
11.6,extended family,大家庭
11.6,related project,相关项目
11.6,tour manager,旅游经理
11.7,heritage sites,遗迹
11.7,adventure playground,冒险公园
11.7,formal gardens,正式花园
11.7,wild flowers,野花
11.7,palm trees,棕榈树
11.7,rangers,护林员
11.7,measurement,度量，测量
11.7,voluntary,志愿的
11.7,darkroom,暗室
11.7,reflective,反馈的
11.7,portfolio,资料
11.7,fireplaces,壁炉
11.7,priority,优先
11.7,verbalization,冗长
11.7,nest,巢穴
11.7,evaporation,蒸发
11.7,hive,蜂房
11.7,conservation,保护
11.7,networkers,网络人员
11.7,ecosystem,生态系统
11.7,flexibility,灵活性
11.7,forestry,林业
11.7,literature,文学
11.7,regulator,校准器
11.7,hammer,锤子
11.7,incubator,孵化器
11.7,workforce,工作力
11.7,attachment,附件
11.7,stable,稳定的，马圈
11.7,journal,杂志
11.7,confidence,信心
11.7,craftwork,工艺品
11.7,internship,实习
11.7,workload,工作量
11.7,appendices,附件
11.7,parliament,议院
11.7,recreational,休闲的
11.7,windmill,风车磨坊
11.7,mating,交配
11.7,fabric,织物
11.7,cardiovascular,心血管的
11.7,feasibility,可行性
11.7,evaluation,预估
11.7,collaborative,合作的
11.7,simulation,仿真，模拟
11.7,coverage-lettering,新闻报道字体
11.7,precision,精密度
11.7,originality,创意，独创性
11.7,objective,客观的
11.7,nutrition,营养
11.7,pesticide,杀虫剂
11.7,fuels,燃料
11.7,weight,重量
11.7,respondents,回复者
11.7,relevant,相关的
11.7,discipline,学科，纪律
11.7,reliance,依赖
11.7,ink,墨水
11.7,tourists,游客
11.7,farming,耕作
11.7,sample,样本
11.7,village,村子
11.7,occupants,居住者
11.7,certificate,证书
11.7,referee,裁判
11.7,limitations,限制
11.7,connectives,连接词
11.7,journalists,记者
11.7,publication,出版物
11.7,informality,非正式
11.7,informative,告知的
11.7,ideal,理想的
11.7,ascent,上升
11.7,summit,山峰，首脑会议
11.7,package,包裹
11.7,firewood,柴火
11.7,stormy,暴风雨的
11.7,proportion,比例
11.7,dimension,维度
11.7,upheaval,剧变
11.7,adaptable,可适应的
11.7,evolutionary,进化论的
11.7,cognitive,认知
11.7,commitment,承诺
11.7,anatomy,解剖
11.7,counterpart,对应部分
11.7,sensitive,敏感的
11.7,adaptation,适应
11.7,implication,含义
11.7,novice,新手
11.7,potential,潜在的
11.7,annual,每年的
11.7,dismissive,轻蔑的
11.7,adaptability,适应性
11.7,pigeon,鸽子
11.7,specimen,标本
11.7,inclusion,包含
11.7,hibernation,冬眠
11.7,hormone,荷尔蒙
11.7,squirrel,松鼠
11.7,satisfaction,满意度
11.7,chronological,按时间顺序的
11.7,distracting,分散注意的
11.7,semantic,语义的
11.7,episodic,情节的
11.7,strategy,策略
11.7,procedure,过程
11.7,diploma,文凭
11.7,measurements,测量
11.7,profile,个人简历
11.7,awful,可怕的
11.7,syndrome,综合征
11.7,quotations,报价单
11.7,poverty,贫穷
11.7,amusements,娱乐活动
11.7,justice,正义
11.7,heroine,女主角
11.7,guardian,监护人
11.7,debtors,债务人
11.7,traits,特质
11.8,stereotypes,刻板印象
11.8,robust,强大的
11.8,consensus,共识
11.8,sibling,兄弟姐妹
11.8,nightmare,噩梦
11.8,envious,嫉妒的
11.8,sociable,善于交际的
11.8,harsh,严厉的
11.8,accurate,准确的
11.8,status,状态
11.8,processes,流程
11.8,rivalry,对抗
11.8,annoying,烦人的
11.8,refrigeration,冷藏
11.8,straw,稻草
11.8,sawdust,锯末
11.8,pits,坑
11.8,components,组件
11.8,manufacturers,厂商
11.8,chemicals,化学药品
11.8,competitors,竞争者
11.8,coverage,覆盖范围
11.8,graphics,图形
11.8,visual,视觉的
11.8,misleading,误导的
11.8,versions,版本
11.8,controversy,争议
11.8,ridiculous,荒谬的
11.8,assumptions,假设
11.8,editorials,社论
11.8,emotional,情感的
11.8,funding,资金
11.8,group discussion marks,小组讨论分数
11.8,middle term test,期中考试
11.8,data analysis,数据分析
11.8,photo statistics,照片统计
11.8,extra time,额外时间
11.8,communication system,通信系统
11.8,personal interest,个人兴趣
11.8,secretary of department,部门秘书
11.8,computer office,电脑办公室
11.8,past course materials,之前课程材料
11.8,international reputation,国际声誉
11.8,history research,历史调查
11.8,conference report,会议报告
11.8,ground plan,平面图
11.8,chat rooms,聊天室
11.8,computer skills,电脑技能
11.8,teaching staff,教职人员
11.8,global listening,宏观听力
11.8,eye contacts,眼神交流
11.8,card catalog,卡片目录
11.8,lack of soil,缺土
11.8,food pest,食物害虫
11.8,environmental damage,环境危害
11.8,food chain,食物链
11.8,fill in worksheet,填工作单
11.8,model guide,模范导游
11.8,video camera,摄像机
11.8,measuring equipment,测量设备
11.8,natural ability,自然能力
11.8,good effort,努力
11.8,leadership skill,领导力
11.8,accessible discussion,可参加的讨论
11.8,braking system,刹车系统
11.8,environmental issues,环境问题
11.8,management of change,改变管理
11.8,financial aids,经济援助
11.8,working style,工作类型
11.8,late submission,延迟提交
11.8,lack of research,缺乏调查
11.8,farming method,耕种方法
11.8,knowledge sharing,知识共享
11.8,uniform level,同一水平
11.8,seating capacity,载客数
11.8,picture framing,构图
11.8,packing materials,包装材料
11.8,story conference,故事会议
11.8,stage production,舞台布置
11.8,planning meeting,计划会议
11.8,videotape editor,视频编辑
11.8,population movement,人口流动
11.8,interview method,面试方法
11.8,exam preparation,备考
11.8,weaker students,差生
11.8,external organisation,外部组织
11.8,word limit,字数限制
11.8,internet connections,网络连接
11.8,professional learning,专业学习
11.8,in-class simulation,课内模拟
11.8,video recording,视频录制
11.8,plastic bottle,塑料瓶
11.8,residence hall,学生宿舍
11.8,life science,生命科学
11.8,financial planning,金融计划
11.8,medical skills,医术
11.8,customer relationship,顾客关系
11.8,department head,部门主管
11.8,interview questions,面试问题
11.8,identity card,识别卡
11.8,dress code,着装要求
11.8,preserve memories,保存记忆
11.8,show off status,炫耀地位
11.8,reflect tastes,体现品位
11.8,personal identity,个人验证
11.8,local community,当地社区
11.8,storage warehouse,仓库
11.8,social information,社会信息
11.8,creative ideas,创造性想法
11.8,living expenses,生活花费
11.8,survey methods,调查方式
11.8,flour outlet,面粉出口
11.8,permanent records,永久记录
11.8,optional course,选修课
11.8,drinking machines,饮料机
11.8,cash machine,验钞机
11.8,laundry service,洗衣服务
11.8,photocopy office,影音室
11.8,self-access lab,自主实验室
11.8,electronic directory,电子目录
11.9,text structure,文章结构
11.9,digital history,数码史
11.9,media studies,媒体学习
11.9,natural resources,自然资源
11.9,environmental projects,环境项目
11.9,global access,全球通用
11.9,listening task,听力任务
11.9,book loan,借书
11.9,compulsory course,必修课
11.9,full-time study,全职学习
11.9,flexible-time study,兼职学习
11.9,active volcano,活火山
