chapter,word,translation
4.2,familiar,熟悉的
4.2,famous,有名的
4.2,fancy,花哨的；喜爱的
4.2,fashionable,时髦的
4.2,favourite,最喜爱的
4.2,final,最终的
4.2,financial,财务的
4.2,fine,好的；精细的
4.2,firm,坚定的；稳固的
4.2,flexible,灵活的
4.2,foreign,外国的
4.2,formal,正式的
4.2,former,前任的；以前的
4.2,free,免费的；自由的
4.2,frequent,频繁的
4.2,fundamental,基本的；根本的
4.2,further,进一步的
4.2,general,一般的；普通的
4.2,genetic,遗传的
4.2,geographical,地理的
4.2,global,全球的
4.2,handy,方便的；手边的
4.2,harmful,有害的
4.2,hazardous,危险的；有害的
4.2,healthy,健康的
4.2,heavier,更重的
4.2,heavy,重的
4.2,helpful,有帮助的
4.2,herbivorous,草食性的
4.2,higher,更高的
4.2,highly-trained,训练有素的
4.2,historical,历史的
4.2,ill,生病的；不健康的
4.2,illegal,非法的
4.2,immune,免疫的
4.2,important,重要的
4.2,impossible,不可能的
4.2,inaccurate,不准确的
4.2,inadequate,不足的；不充分的
4.2,individual,个人的；个别的
4.2,industrial,工业的
4.2,informative,信息丰富的
4.2,initial,最初的；初始的
4.2,inspiring,鼓舞人心的
4.2,intact,完整的；未受损的
4.2,intelligent,聪明的；智能的
4.2,intensive,密集的；强化的
4.2,interesting,有趣的
4.2,intermediate,中级的
4.2,internal,内部的
4.2,international,国际的
4.2,irregular,不规则的
4.2,irritable,易怒的
4.2,isolated,孤立的；偏远的
4.2,key,关键的
4.2,latest,最新的
4.2,least,最少的
4.2,legal,合法的
4.2,little-known,鲜为人知的
4.2,loyal,忠诚的
4.2,magic,神奇的；魔法的
4.2,magical,神奇的
4.2,magnificent,壮观的；宏伟的
4.2,major,主要的；重大的
4.2,martial,军事的；武术的
4.2,mature,成熟的
4.2,medical,医疗的；医学的
4.2,mental,精神的；心理的
4.2,mid,中间的
4.2,migratory,迁徙的
4.2,military,军事的
4.2,miserable,悲惨的；痛苦的
4.2,mobile,移动的
4.2,moderate,适度的；温和的
4.2,modern,现代的
4.2,musical,音乐的
4.2,natural,自然的
4.2,negative,负面的；消极的
4.2,neighboring,邻近的
4.2,nervous,紧张的；神经的
4.2,noble,高贵的；崇高的
4.2,noisy,嘈杂的
4.2,non-active,不活跃的
4.2,normal,正常的
4.2,northern,北方的
4.2,objective,客观的
4.2,occupational,职业的
4.2,Olympic,奥林匹克的
4.2,optic,视觉的；光学的
4.2,optional,可选的
4.2,oral,口头的；口腔的
4.2,organic,有机的
4.2,overall,总体的；全面的
4.2,overhead,头顶的；高架的
4.2,overseas,海外的
4.2,parental,父母的
4.2,payable,应付的；可支付的
4.2,perfect,完美的
4.2,personal,个人的
4.2,physical,身体的；物理的
4.2,pleasant,令人愉快的
4.2,political,政治的
4.2,pop,流行的
4.3,popular,流行的；受欢迎的
4.3,positive,积极的；正面的
4.3,possible,可能的
4.3,potential,潜在的
4.3,practical,实际的；实用的
4.3,precious,珍贵的
4.3,predictable,可预测的
4.3,present,目前的；在场的
4.3,previous,以前的；先前的
4.3,printed,印刷的
4.3,private,私人的
4.3,professional,专业的
4.3,promising,有前途的
4.3,psychiatric,精神病学的
4.3,psychological,心理的
4.3,public,公共的
4.3,pure,纯粹的；纯净的
4.3,Queen's,女王的
4.3,random,随机的
4.3,rapid,快速的
4.3,rare,稀有的；罕见的
4.3,raw,原始的；未加工的
4.3,recycled,回收的
4.3,redundant,多余的；冗余的
4.3,regional,地区的；区域的
4.3,regular,定期的；规律的
4.3,reinforced,加固的；强化的
4.3,related,相关的
4.3,relevant,相关的；切题的
4.3,reliable,可靠的
4.3,remote,偏远的；遥远的
4.3,resistant,有抵抗力的
4.3,reverse,相反的；逆向的
4.3,rising,上升的；增长的
4.3,royal,皇家的
4.3,rural,农村的；乡村的
4.3,sacked,被解雇的
4.3,safe,安全的
4.3,satisfactory,令人满意的
4.3,scarce,稀缺的；不足的
4.3,scientific,科学的
4.3,seasonal,季节性的
4.3,seasoned,经验丰富的；老练的
4.3,secondary,次要的；中等的
4.3,second-hand,二手的
4.3,self-funded,自筹资金的
4.3,self-sufficient,自给自足的
4.3,senior,高级的；年长的
4.3,sensible,明智的；合理的
4.3,serial,连续的；系列的
4.3,serious,严重的；严肃的
4.3,seven-screen,七屏的
4.3,several,几个；若干
4.3,shared,共享的
4.3,sharp,锋利的；敏锐的
4.3,short,短的；矮的
4.3,sick,生病的
4.3,silent,安静的；沉默的
4.3,silver,银色的
4.3,similar,相似的
4.3,simple,简单的
4.3,sleepy,困倦的
4.3,slim,苗条的；纤细的
4.3,smart,聪明的；智能的
4.3,smelly,有臭味的
4.3,social,社会的；社交的
4.3,solar,太阳的；太阳能的
4.3,soundproof,隔音的
4.3,southern,南方的
4.3,spacious,宽敞的
4.3,spare,备用的；空闲的
4.3,special,特别的；专门的
4.3,specialized,专业化的
4.3,specific,具体的；特定的
4.3,spiral,螺旋的
4.3,stable,稳定的
4.3,steady,稳定的；平稳的
4.3,stout,粗壮的；肥胖的
4.3,strained,紧张的；费力的
4.3,stressful,有压力的
4.3,strong,强壮的；强烈的
4.3,subjective,主观的
4.3,successful,成功的
4.3,sufficient,足够的；充分的
4.3,suitable,合适的
4.3,super,超级的
4.3,surprised,惊讶的
4.3,systematic,系统的；有条理的
4.3,technical,技术的
4.3,theoretical,理论的
4.3,traditional,传统的
4.3,troublesome,麻烦的；令人烦恼的
4.3,typical,典型的
4.3,unanimous,一致的；全体同意的
4.3,uncomfortable,不舒适的
4.3,unconvincing,不令人信服的
4.3,underground,地下的
4.3,unfair,不公平的
4.3,unhealthy,不健康的
4.3,unique,独特的；唯一的
4.3,united,联合的；统一的
4.3,unreliable,不可靠的
4.3,unsocial,不合群的
4.3,unusual,不寻常的
4.3,useful,有用的
4.3,useless,无用的
4.3,usual,通常的；惯常的
4.3,various,各种各样的
4.3,violent,暴力的；猛烈的
4.3,virtual,虚拟的
4.3,visible,可见的
4.3,visual,视觉的
4.3,warm,温暖的
4.3,washable,可洗的
4.3,wealthy,富裕的
4.3,weekly,每周的
4.3,western,西方的
4.3,whole,整体的；全部的
4.3,wide,宽的；广泛的
4.3,wise,明智的；聪明的
4.3,worthwhile,值得的
4.3,worthy,值得尊敬的；有价值的
4.3,almost,几乎
4.3,currently,目前；当前
4.3,directly,直接地
4.3,effectively,有效地
4.3,efficiently,高效地
4.3,originally,最初；原来
4.3,physically,身体上；物理上
4.3,professionally,专业地
4.3,rapidly,迅速地
4.3,regularly,定期地；规律地
4.3,scarcely,几乎不；勉强
4.3,virtually,实际上；几乎
