chapter,word,translation
task2-argument,the opposing camp,反对阵营
task2-argument,taxation alone,仅靠征税
task2-argument,root cause,根本原因
task2-argument,nutritional awareness,营养意识
task2-argument,unhealthy alternatives,不健康的替代品
task2-argument,a balanced diet,均衡饮食
task2-argument,personal awareness,个人意识
task2-argument,long-term changes,长期改变
task2-argument,ultimate focus,最终重点
task2-argument,educate citizens,教育公民
task2-argument,police responsibilities,警察职责
task2-argument,combat and prevent crime,打击和预防犯罪
task2-argument,pose a threat to,对……构成威胁
task2-argument,social threat,社会威胁
task2-argument,gradually become repeat offenders,逐渐成为惯犯
task2-argument,education courses in prison,监狱教育课程
task2-argument,reduce crime,减少犯罪
task2-argument,employment support,就业支持
task2-argument,reasoning skills,推理能力
task2-argument,lawful employment,合法就业
task2-argument,low educational level,教育水平低
task2-argument,be exposed to advertisements,接触到广告
task2-argument,unnecessary consumption,不必要的消费
task2-argument,unrealistic expectations,不现实的期待
task2-argument,educational content,教育内容
task2-argument,false information,虚假信息
task2-argument,real-life conversations,现实生活中的交流
task2-argument,promote media literacy,推广媒体素养
task2-argument,be largely attributed to,主要归因于
task2-argument,the rise of,……的兴起
task2-argument,pose a threat to,对……构成威胁
task2-argument,preserve historic buildings,保护历史建筑
task2-argument,financial burden,财政负担
task2-argument,consume blindly,盲目消费
task2-argument,distort values,扭曲价值观
task2-argument,quality of life,生活质量
task2-argument,excessive use,过度使用
task2-argument,real interaction,真实互动
task2-argument,treat diseases,治疗疾病
task2-argument,build healthier lifestyles,养成更健康的生活方式
task2-argument,disrupt the ecological balance,破坏生态平衡
task2-argument,long-term effect,长期影响
task2-argument,small but consistent changes,小而持续的改变
task2-argument,impose harsher penalties on,对……实施更严厉的处罚
task2-argument,be beneficial to,对……有利
task2-argument,reintegrate into society,重新融入社会
task2-topic,the loss of species,物种消失
task2-topic,particular species,特定物种
task2-topic,environmental problem,环境问题
task2-topic,climate change,气候变化
task2-topic,pollution,污染
task2-topic,ecosystem,生态系统
task2-topic,insects and birds,昆虫和鸟类
task2-topic,reproduce,繁殖
task2-topic,species extinction,物种灭绝
task2-topic,biodiversity,生物多样性
task2-topic,air pollution,空气污染
task2-topic,water pollution,水污染
task2-topic,wildlife,野生动物
task2-topic,millions of people,数百万人
task2-topic,rising temperatures,气温上升
task2-topic,extreme weather,极端天气
task2-topic,sea level rise,海平面上升
task2-topic,food shortages,食物短缺
task2-topic,individual species,单个物种
task2-topic,economic development,经济发展
task2-topic,the planet's future,地球的未来
task2-topic,the natural world,自然界
task2-topic,sugar tax,糖税
task2-topic,public healthcare systems,公共医疗系统
task2-topic,sweet treats,甜食
task2-topic,healthcare and education,医疗和教育
task2-topic,affordable housing,保障性住房
task2-topic,artificial intelligence,人工智能
task2-topic,autonomous driving technology,自动驾驶技术
task2-topic,road safety,道路安全
task2-topic,autonomous vehicles,自动驾驶车辆
task2-topic,monitor road conditions,监测道路状况
task2-topic,traffic regulations,交通规则
task2-topic,travel time,出行时间
task2-topic,automation,自动化
task2-topic,professional drivers,职业司机
task2-topic,sophisticated software,复杂的软件
task2-topic,cyberattacks,网络攻击
task2-topic,system malfunction,系统故障
task2-topic,be hacked,遭到黑客攻击
task2-topic,safety regulations,安全法规
task2-topic,retraining programmes,再培训项目
task2-topic,technological reliability,技术可靠性
task2-topic,travel efficiency,出行效率
task2-topic,cultural identity,文化身份
task2-topic,fashion brands,时尚品牌
task2-topic,local traditions,本地传统
task2-topic,lifestyles,生活方式
task2-topic,cultural differences,文化差异
task2-topic,local businesses,本地企业
task2-topic,unique identity,独特身份
task2-topic,historical heritage,历史遗产
task2-topic,valuable traditions,宝贵传统
task2-topic,rapid urban development,快速城市发展
task2-topic,high salary,高薪
task2-topic,online platforms,在线平台
task2-topic,video conferencing,视频会议
task2-topic,face-to-face communication,面对面交流
task2-topic,workplace culture,职场文化
task2-topic,working hours,工作时长
task2-topic,life expectancy,预期寿命
task2-topic,older workers,年长员工
task2-topic,younger employees,年轻员工
task2-topic,physically demanding jobs,体力要求高的工作
task2-topic,obesity and diabetes,肥胖和糖尿病
task2-topic,high-sugar items,高糖食品
task2-topic,processed snacks,加工零食
task2-topic,government rules,政府规定
task2-topic,eating habits,饮食习惯
task2-topic,well-being,健康与福祉
task2-topic,imprisonment,监禁
task2-topic,criminal record,犯罪记录
task2-topic,vocational training,职业培训
task2-topic,counselling,心理辅导
task2-topic,basic schooling,基础教育
task2-topic,literacy,读写能力
task2-topic,poor education,教育不足
task2-topic,poverty,贫困
task2-topic,addiction,成瘾
task2-topic,unstable family backgrounds,不稳定的家庭背景
task2-topic,prison education,监狱教育
task2-topic,social media,社交媒体
task2-topic,public transport,公共交通
task2-topic,special offers,优惠
task2-topic,different brands,不同品牌
task2-topic,professional accounts,专业账号
task2-topic,reliable sources,可靠来源
task2-topic,digital media,数字媒体
task2-topic,traditional news,传统新闻
task2-topic,work from home,在家办公
task2-topic,work-life balance,工作与生活平衡
task2-topic,foreign language,外语
task2-topic,career development,职业发展
task2-topic,global job market,全球就业市场
task2-topic,processed food,加工食品
task2-topic,long-term health,长期健康
task2-topic,employment skills,就业技能
task2-topic,critical thinking,批判性思维
task2-topic,independent judgement,独立判断
task2-topic,local government,地方政府
task2-topic,modern advertising,现代广告
task2-topic,living standards,生活水平
task2-topic,social skills,社交能力
task2-topic,online course,线上课程
task2-topic,face-to-face teaching,面对面教学
task2-topic,traditional classroom,传统课堂
task2-topic,plant and animal species,动植物物种
task2-topic,daily habits,日常习惯
task2-topic,care for elderly people,照顾老人
task2-topic,daily lives,日常生活
task2-topic,growth and education,成长和教育
task2-topic,the way we communicate,沟通方式
task2-topic,online stores,网络商店
task2-topic,online services,在线服务
task2-topic,dangerous drivers,危险驾驶者
task2-topic,traffic accidents,交通事故
task2-topic,cultural diversity,文化多样性
task2-topic,labour costs,劳动力成本
task2-topic,unemployment,失业率
task2-topic,former offenders,前罪犯
task2-topic,psychological counselling,心理辅导
task2-topic,reoffending,再次犯罪
